Entity,Code,Year,International migrant stock (share of population) – World Bank
Tanzania,TZA,1975,3.803985729
Tanzania,TZA,1980,2.981943755
Tanzania,TZA,1985,2.50712306
Tanzania,TZA,1990,2.262362693
Tanzania,TZA,1995,3.793520782
Tanzania,TZA,2000,2.647904967
Tanzania,TZA,2005,2.041952511
Tanzania,TZA,2010,1.444081709
Thailand,THA,1960,1.769667664
Thailand,THA,1965,1.288239959
Thailand,THA,1970,0.941832208
Thailand,THA,1975,0.814256229
Thailand,THA,1980,1.011678194
Thailand,THA,1985,0.78141147
Thailand,THA,1990,0.684755501
Thailand,THA,1995,0.926033773
Thailand,THA,2000,1.262590615
Thailand,THA,2005,1.490890931
Thailand,THA,2010,1.735234486
Timor,TLS,1960,1.430959411
Timor,TLS,1965,1.408502198
Timor,TLS,1970,1.378047142
Timor,TLS,1975,1.353165043
Timor,TLS,1980,1.334187472
Timor,TLS,1985,1.264348922
Timor,TLS,1990,1.209622402
Timor,TLS,1995,1.126992115
Timor,TLS,2000,1.09468416
Timor,TLS,2005,1.216195653
Timor,TLS,2010,1.297438412
Togo,TGO,1960,6.408741972
Togo,TGO,1965,7.090760328
Togo,TGO,1970,6.850085629
Togo,TGO,1975,6.164170448
Togo,TGO,1980,5.599194072
Togo,TGO,1985,4.80179035
Togo,TGO,1990,4.292909688
Togo,TGO,1995,3.949572928
Togo,TGO,2000,3.612852801
Togo,TGO,2005,3.27744393
Togo,TGO,2010,2.901053396
Tonga,TON,1960,0.196428571
Tonga,TON,1965,0.317362129
Tonga,TON,1970,0.545217494
Tonga,TON,1975,1.013050811
Tonga,TON,1980,1.871902115
Tonga,TON,1985,3.603929624
Tonga,TON,1990,3.168614427
Tonga,TON,1995,2.285976494
Tonga,TON,2000,1.628225296
Tonga,TON,2005,1.153106348
Tonga,TON,2010,0.81580036
Trinidad and Tobago,TTO,1960,9.54859331
Trinidad and Tobago,TTO,1965,7.672352286
Trinidad and Tobago,TTO,1970,6.394847336
Trinidad and Tobago,TTO,1975,6.039820581
Trinidad and Tobago,TTO,1980,5.66788414
Trinidad and Tobago,TTO,1985,4.759956787
Trinidad and Tobago,TTO,1990,4.133221595
Trinidad and Tobago,TTO,1995,3.65449908
Trinidad and Tobago,TTO,2000,3.284752125
Trinidad and Tobago,TTO,2005,2.916341862
Trinidad and Tobago,TTO,2010,2.586260772
Tunisia,TUN,1960,4.00886014
Tunisia,TUN,1965,1.649157667
Tunisia,TUN,1970,1.003237761
Tunisia,TUN,1975,0.675672786
Tunisia,TUN,1980,0.595003133
Tunisia,TUN,1985,0.523789382
Tunisia,TUN,1990,0.465834396
Tunisia,TUN,1995,0.419893944
Tunisia,TUN,2000,0.379178226
Tunisia,TUN,2005,0.347801376
Tunisia,TUN,2010,0.31848565
Turkey,TUR,1960,3.439282002
Turkey,TUR,1965,2.98987099
Turkey,TUR,1970,1.082461936
Turkey,TUR,1975,0.36883157
Turkey,TUR,1980,1.786081061
Turkey,TUR,1985,1.897215221
Turkey,TUR,1990,2.13069991
Turkey,TUR,1995,2.070774023
Turkey,TUR,2000,1.99737012
Turkey,TUR,2005,1.96562168
Turkey,TUR,2010,1.951236182
Turkmenistan,TKM,1990,8.356052345
Turkmenistan,TKM,1995,6.198648045
Turkmenistan,TKM,2000,5.353867303
Turkmenistan,TKM,2005,4.712291213
Turkmenistan,TKM,2010,4.11940115
Turks and Caicos Islands,TCA,1960,3.144654088
Turks and Caicos Islands,TCA,1965,5.133180455
Turks and Caicos Islands,TCA,1970,8.327414773
Turks and Caicos Islands,TCA,1975,11.54903758
Turks and Caicos Islands,TCA,1980,16.27906977
Turks and Caicos Islands,TCA,1985,26.37339507
Turks and Caicos Islands,TCA,1990,44.36363636
Turks and Caicos Islands,TCA,1995,35.1245598
Turks and Caicos Islands,TCA,2000,29.99576181
Turks and Caicos Islands,TCA,2005,22.50283554
Turks and Caicos Islands,TCA,2010,20.18842965
Tuvalu,TUV,1960,6.094364351
Tuvalu,TUV,1965,5.323361197
Tuvalu,TUV,1970,4.865679825
Tuvalu,TUV,1975,4.515289525
Tuvalu,TUV,1980,4.210657061
Tuvalu,TUV,1985,3.827474561
Tuvalu,TUV,1990,3.587294536
Tuvalu,TUV,1995,2.893681587
Tuvalu,TUV,2000,2.346321266
Tuvalu,TUV,2005,1.887765628
Tuvalu,TUV,2010,1.536582884
Uganda,UGA,1960,11.3686802
Uganda,UGA,1965,11.32618435
Uganda,UGA,1970,10.04523173
Uganda,UGA,1975,7.154123216
Uganda,UGA,1980,5.392271796
Uganda,UGA,1985,4.328392781
Uganda,UGA,1990,3.166229387
Uganda,UGA,1995,3.240371672
Uganda,UGA,2000,2.645187425
Uganda,UGA,2005,2.326504499
Uganda,UGA,2010,1.950405342
Ukraine,UKR,1990,13.28320358
Ukraine,UKR,1995,11.98226272
Ukraine,UKR,2000,11.23943404
Ukraine,UKR,2005,11.44380604
Ukraine,UKR,2010,11.46162365
United Arab Emirates,ARE,1960,2.369023453
United Arab Emirates,ARE,1965,17.28402453
United Arab Emirates,ARE,1970,27.95985287
United Arab Emirates,ARE,1975,58.80304556
United Arab Emirates,ARE,1980,70.66156302
United Arab Emirates,ARE,1985,74.6306555
United Arab Emirates,ARE,1990,73.43940627
United Arab Emirates,ARE,1995,73.0144601
United Arab Emirates,ARE,2000,74.95337901
United Arab Emirates,ARE,2005,63.87867762
United Arab Emirates,ARE,2010,39.53757828
United Kingdom,GBR,1960,3.171541985
United Kingdom,GBR,1965,4.67715585
United Kingdom,GBR,1970,5.292353573
United Kingdom,GBR,1975,5.598812289
United Kingdom,GBR,1980,5.961024122
United Kingdom,GBR,1985,6.252714841
United Kingdom,GBR,1990,6.49157678
United Kingdom,GBR,1995,7.222831888
United Kingdom,GBR,2000,8.132914822
United Kingdom,GBR,2005,9.664956028
United Kingdom,GBR,2010,10.27893044
United States,USA,1960,5.99188525
United States,USA,1965,5.843676629
United States,USA,1970,5.839390496
United States,USA,1975,6.478286175
United States,USA,1980,7.201852789
United States,USA,1985,8.192423211
United States,USA,1990,9.314456601
United States,USA,1995,10.7114035
United States,USA,2000,12.33830292
United States,USA,2005,13.2873927
United States,USA,2010,13.83988631
United States Virgin Islands,VIR,1960,37.715625
United States Virgin Islands,VIR,1965,46.23181818
United States Virgin Islands,VIR,1970,53.4984127
United States Virgin Islands,VIR,1975,42.96808511
United States Virgin Islands,VIR,1980,49.55154639
United States Virgin Islands,VIR,1985,46.75607477
United States Virgin Islands,VIR,1990,50.09570713
United States Virgin Islands,VIR,1995,50.41598264
United States Virgin Islands,VIR,2000,52.22065741
United States Virgin Islands,VIR,2005,54.89370776
United States Virgin Islands,VIR,2010,58.15351897
Upper middle income,,1960,0.69281355
Upper middle income,,1965,0.61248863
Upper middle income,,1970,0.535065307
Upper middle income,,1975,0.479794637
Upper middle income,,1980,0.554251138
Upper middle income,,1985,0.749587475
Upper middle income,,1990,1.08583472
Upper middle income,,1995,1.014408592
Upper middle income,,2000,0.979498257
Upper middle income,,2005,0.979425606
Upper middle income,,2010,1.054187767
Uruguay,URY,1960,7.569177488
Uruguay,URY,1965,7.237575314
Uruguay,URY,1970,5.693005087
Uruguay,URY,1975,4.644452705
Uruguay,URY,1980,4.005315911
Uruguay,URY,1985,3.445059891
Uruguay,URY,1990,3.155961745
Uruguay,URY,1995,2.890994717
Uruguay,URY,2000,2.666291707
Uruguay,URY,2005,2.529281864
Uruguay,URY,2010,2.367699992
Uzbekistan,UZB,1990,8.059483179
Uzbekistan,UZB,1995,6.467851657
Uzbekistan,UZB,2000,5.545143284
Uzbekistan,UZB,2005,4.845182864
Uzbekistan,UZB,2010,4.117073495
Vanuatu,VUT,1960,4.445770082
Vanuatu,VUT,1965,4.117813346
Vanuatu,VUT,1970,3.869396168
Vanuatu,VUT,1975,3.573323722
Vanuatu,VUT,1980,3.036304201
Vanuatu,VUT,1985,2.116467222
Vanuatu,VUT,1990,1.471019484
Vanuatu,VUT,1995,1.00454124
Vanuatu,VUT,2000,0.715991743
Vanuatu,VUT,2005,0.495761194
Vanuatu,VUT,2010,0.344478817
Venezuela,VEN,1960,6.254003851
Venezuela,VEN,1965,5.732972447
Venezuela,VEN,1970,5.085392705
Venezuela,VEN,1975,5.474318217
Venezuela,VEN,1980,6.298026769
Venezuela,VEN,1985,5.897661186
Venezuela,VEN,1990,5.154516732
Venezuela,VEN,1995,4.594457235
Venezuela,VEN,2000,4.147666417
Venezuela,VEN,2005,3.778186167
Venezuela,VEN,2010,3.474233892
Vietnam,VNM,1960,0.011541893
Vietnam,VNM,1965,0.010996062
Vietnam,VNM,1970,0.010374687
Vietnam,VNM,1975,0.009704351
Vietnam,VNM,1980,0.072441341
Vietnam,VNM,1985,0.047823945
Vietnam,VNM,1990,0.044561452
Vietnam,VNM,1995,0.054006153
Vietnam,VNM,2000,0.072240564
Vietnam,VNM,2005,0.066147118
Vietnam,VNM,2010,0.079725074
World,OWID_WRL,1960,2.638328465
World,OWID_WRL,1965,2.510883676
World,OWID_WRL,1970,2.345794881
World,OWID_WRL,1975,2.229242137
World,OWID_WRL,1980,2.300942175
World,OWID_WRL,1985,2.338572044
World,OWID_WRL,1990,2.948666744
World,OWID_WRL,1995,2.913772674
World,OWID_WRL,2000,2.923544999
World,OWID_WRL,2005,3.001769634
World,OWID_WRL,2010,3.094067833
Yemen,YEM,1960,3.080457216
Yemen,YEM,1965,3.151283908
Yemen,YEM,1970,3.200414409
Yemen,YEM,1975,3.226710003
Yemen,YEM,1980,3.218286863
Yemen,YEM,1985,2.824147387
Yemen,YEM,1990,2.871884933
Yemen,YEM,1995,2.475503478
Yemen,YEM,2000,2.323826417
Yemen,YEM,2005,2.220159249
Yemen,YEM,2010,2.195348485
Zambia,ZMB,1960,11.83226182
Zambia,ZMB,1965,9.144259032
Zambia,ZMB,1970,7.250599587
Zambia,ZMB,1975,5.961689474
Zambia,ZMB,1980,4.701882807
Zambia,ZMB,1985,4.017304681
Zambia,ZMB,1990,3.438095516
Zambia,ZMB,1995,2.92814837
Zambia,ZMB,2000,3.377057822
Zambia,ZMB,2005,2.385808352
Zambia,ZMB,2010,1.675164518
Zimbabwe,ZWE,1960,10.3180373
Zimbabwe,ZWE,1965,10.14791056
Zimbabwe,ZWE,1970,9.585846869
Zimbabwe,ZWE,1975,7.855035522
Zimbabwe,ZWE,1980,6.457986553
Zimbabwe,ZWE,1985,5.797169477
Zimbabwe,ZWE,1990,5.981036686
Zimbabwe,ZWE,1995,3.701951257
Zimbabwe,ZWE,2000,3.291285003
Zimbabwe,ZWE,2005,3.013958731
Zimbabwe,ZWE,2010,2.663952654
